Nomer, Name, Genres
7774,My Side of the Mountain (1969),Adventure|Children|
7782,Sniper (1993),Action|Drama|
7786,Genghis Blues (1999),Documentary|
7791,Internal Affairs (1990),Crime|Thriller|
7809,Ambush (Rukajärven tie) (1999),Drama|Romance|War|
7813,FM (1978),Drama|
7817,Zardoz (1974),Fantasy|Sci-Fi|
7822,Mogambo (1953),Adventure|Drama|Romance|
7826,Secret Life of Walter Mitty, The (1947),Comedy|Romance|Thriller|
7832,Thin Man Goes Home, The (1945),Comedy|Crime|Mystery|
7836,Woodstock (1970),Documentary|Musical|
7840,Gunga Din (1939),Adventure|Comedy|War|
7844,Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993),Action|Comedy|
7850,Hallelujah I'm a Bum (1933),Musical|
7880,Friday Night (Vendredi Soir) (2002),Drama|
7884,Highway 61 (1991),Comedy|
7888,How to Succeed in Business Without Really Trying (1967),Comedy|Musical|
7892,Street Fighter, The (Gekitotsu! Satsujin ken) (1974),Action|
7896,Ride the High Country (1962),Adventure|Drama|Western|
7900,Frankenstein Must Be Destroyed (1969),Drama|Horror|Sci-Fi|
7914,Berlin: Symphony of a Great City (Berlin: Die Sinfonie der Großstadt) (1927),Documentary|
7918,Indian Runner, The (1991),Drama|
7922,Valachi Papers,The (1972),Crime|Drama|
7926,High and Low (Tengoku to jigoku) (1963),Crime|Drama|Film-Noir|Thriller|
7932,Dark Days (2000),Documentary|
7936,Shame (Skammen) (1968),Drama|War|
7940,Magician, The (Ansiktet) (1958),Drama|
7944,Night of the Iguana, The (1964),Drama|Thriller|
7948,Wise Blood (1979),Comedy|Drama|
7952,Beyond the Door II (Schock) (Shock) (Suspense) (1977),Horror|
7959,Trip, The (1967),Drama|
7981,Infernal Affairs (Mou gaan dou) (2002),Crime|Drama|Thriller|
7985,Wonderful Ice Cream Suit, The (1998),Children|Comedy|Fantasy|
7989,Not of This Earth (1988),Sci-Fi|
7993,Bucket Of Blood, A (1959),Comedy|Horror|
8004,Planet of the Vampires (Terrore nello spazio) (1965),Horror|Sci-Fi|
8010,Power of One, The (1992),Drama|
8014,Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003),Drama|
8019,Dark Water (Honogurai mizu no soko kara) (2002),Drama|Horror|Mystery|Thriller|
8035,Stendhal Syndrome, The (Sindrome di Stendhal, La) (1996),Crime|Horror|Thriller|
8040,Brain Donors (1992),Comedy|
8044,I Am a Fugitive from a Chain Gang (1932),Crime|Drama|Film-Noir|
8057,Sweet Bird of Youth (1962),Drama|
8069,Comes a Horseman (1978),Drama|Romance|Western|
8094,Bad Day at Black Rock (1955),Drama|Thriller|Western|
8119,Crossroads (1986),Drama|
8123,Sammy and Rosie Get Laid (1987),Comedy|Drama|
8127,First $20 Million Is Always the Hardest, The (2002),Comedy|
8131,Pursuit of Happiness (2001),Comedy|Romance|
8136,Indestructible Man (1956),Crime|Horror|Sci-Fi|
8140,The Cruel Sea (1953),Drama|War|
8147,Charly (1968),Drama|Sci-Fi|
8154,Dolce Vita, La (1960),Drama|
8168,Lift, De (1983),Horror|Thriller|
8188,Sansho the Bailiff (Sanshô dayû) (1954),Drama|
8194,Baby Doll (1956),Drama|
8198,1000 Eyes of Dr. Mabuse, The (Die 1000 Augen des Dr. Mabuse) (1960),Crime|Horror|Mystery|Thriller|
8203,War Is Over, The (Guerre est finie, La) (1966),Drama|
8220,Walking Dead, The (1936),Crime|Horror|Sci-Fi|
8225,Night of the Living Dead (1990),Horror|
8235,Safety Last! (1923),Action|Comedy|Romance|
8239,Viridiana (1961),Comedy|Drama|
8253,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),Action|Adventure|Animation|Comedy|Crime|Mystery|
8257,Battleground (1949),Action|Drama|War|
8261,3 Women (Three Women) (1977),Drama|
8265,Frogs (1972),Drama|Horror|Mystery|Thriller|
8269,Short Time (1990),Comedy|
8275,College (1927),Comedy|
8293,Used People (1992),Comedy|Drama|
8327,Dolls (2002),Drama|Romance|
8332,Sunday Bloody Sunday (1971),Drama|
8337,Caine Mutiny, The (1954),Drama|War|
8341,Oliver Twist (1948),Adventure|Crime|Drama|
8362,Raising Helen (2004),Comedy|Drama|Romance|
8366,Saved! (2004),Comedy|Drama|
8370,Blind Swordsman: Zatoichi, The (Zatôichi) (2003),Action|Comedy|Crime|Drama|
8374,Bright Future (Akarui mirai) (2003),Drama|
8378,Doctor, The (1991),Drama|
8382,Hello Again (1987),Comedy|
8387,Police Academy: Mission to Moscow (1994),Comedy|Crime|
8393,Give My Regards to Broad Street (1984),Drama|Musical|
8398,Star! (1968),Musical|
8402,Book of Love (1990),Comedy|Romance|
8407,Molly Maguires, The (1970),Drama|
8421,Dying of Laughter (Muertos de Risa) (1999),Comedy|
8425,Meet the Applegates (1991),Comedy|
8446,Sands of Iwo Jima (1949),Action|Drama|Romance|War|
8451,Blackboard Jungle (1955),Drama|
8455,Long Way Home, The (1997),Documentary|
8459,Heiress, The (1949),Drama|Romance|
8463,Johnny Belinda (1948),Drama|
8477,Pier, The (Jetée, La) (1962),Romance|Sci-Fi|
8482,Picture of Dorian Gray, The (1945),Drama|Fantasy|Horror|
8486,Bachelor Mother (1939),Comedy|Romance|
8492,Christmas Carol, A (Scrooge) (1951),Drama|Fantasy|
8496,Panic in Needle Park, The (1971),Drama|Romance|
8502,Show Boat (1951),Drama|Musical|Romance|
8506,Fear X (2003),Mystery|Thriller|
8516,Matter of Life and Death, A (Stairway to Heaven) (1946),Drama|Fantasy|Romance|
8521,Dr. Jekyll and Mr. Hyde (1931),Drama|Horror|
8526,Around the World in 80 Days (2004),Adventure|Children|Comedy|
8530,Dear Frankie (2004),Drama|Romance|
8534,Two Brothers (Deux frères) (2004),Adventure|Children|Drama|
8540,Back to Bataan (1945),Drama|War|
8544,Now You See Him, Now You Don't (1972),Comedy|Sci-Fi|
8573,Reconstruction (2003),Drama|Romance|
8577,Comandante (2003),Documentary|
8581,Pirates of Silicon Valley (1999),Documentary|Drama|
8585,Rapa Nui (1994),Action|Adventure|Drama|Romance|
8589,Winter War (Talvisota) (1989),Drama|War|
8594,Secret Life of Girls, The (1999),Comedy|
8598,I Am Dina (2002),Crime|Drama|Mystery|Romance|
8602,Shadows (1959),Drama|
8606,Pull My Daisy (1958),Comedy|Drama|
8610,All of Me (1984),Comedy|Fantasy|
8614,Overboard (1987),Comedy|Romance|
8618,Johnny Guitar (1954),Drama|Western|
8622,Fahrenheit 9/11 (2004),Documentary|
8626,Dr. Terror's House of Horrors (1965),Horror|Sci-Fi|
8630,Such a Long Journey (1998),Drama|War|
8634,Tank (1984),Action|Comedy|Drama|
8638,Before Sunset (2004),Drama|Romance|
8642,Sleepover (2004),Comedy|
8646,Distant Drums (1951),Action|Romance|Western|
8650,Long Day's Journey Into Night (1962),Drama|
8654,Prince Valiant (1954),Adventure|
8658,Zandalee (1991),Drama|Thriller|
8662,Joan of Arc (1948),Action|Drama|War|
8666,Catwoman (2004),Action|Crime|Fantasy|
8670,Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933),Crime|Horror|Mystery|Thriller|
8674,Disco Pigs (2001),Drama|
8678,Guns of the Magnificent Seven (1969),Action|Adventure|Drama|Western|
8682,Last Valley, The (1971),Adventure|
8686,Morituri (1965),Drama|War|
8690,Slaughterhouse-Five (1972),Comedy|Drama|Sci-Fi|War|
8694,You Were Never Lovelier (1942),Comedy|Musical|Romance|
8698,Comfort of Strangers, The (1990),Drama|
8702,Dream Lover (1994),Drama|Mystery|
8706,Greatest, The (1977),Drama|
8710,Map of the Human Heart (1993),Drama|Romance|
8714,Night and Day (1946),Drama|Musical|
8718,Snake Pit, The (1948),Drama|
8722,Two of a Kind (1983),Comedy|Fantasy|Romance|
8726,President's Analyst, The (1967),Comedy|Thriller|
8730,To End All Wars (2001),Action|Drama|War|
8734,Love Happy (1949),Comedy|
8738,Woman Is a Woman, A (femme est une femme, Une) (1961),Comedy|Drama|Musical|Romance|
8742,Night Patrol (1984),Comedy|
8746,King of the Ants (2003),Crime|Horror|
8750,Balance, La (1982),Action|Crime|Drama|
8754,Prime of Miss Jean Brodie, The (1969),Drama|
8758,Kotch (1971),Comedy|Drama|
8762,No Deposit, No Return (1976),Children|Comedy|
8766,Black Angel (1946),Drama|Film-Noir|Mystery|
8770,Evilspeak (1981),Horror|Sci-Fi|
8774,Sherlock Holmes: The Woman in Green (1945),Mystery|
8778,Sherlock Holmes: Dressed to Kill (1946),Crime|Mystery|
8782,Thunderbirds (2004),Action|Adventure|Fantasy|Sci-Fi|
8786,Port of Shadows (Quai des brumes) (1938),Drama|
8790,Revengers Tragedy (2002),Comedy|Horror|
8794,Unfinished Piece for a Player Piano, An (Neokonchennaya pyesa dlya mekhanicheskogo pianino) (1977),Drama|
8798,Collateral (2004),Action|Crime|Drama|Thriller|
8802,They Came to Cordura (1959),Western|
8806,Masks (Masques) (1987),Thriller|
8810,AVP: Alien vs. Predator (2004),Action|Horror|Sci-Fi|Thriller|
8814,Without a Paddle (2004),Comedy|
8818,It Happened at the World's Fair (1963),Comedy|Drama|Musical|
8822,Unidentified Flying Oddball (a.k.a. Spaceman and King Arthur, The) (a.k.a. Spaceman in King Arthur's Court, A) (1979),Adventure|Comedy|Fantasy|Sci-Fi|
8826,Human Resources (Ressources humaines) (1999),Drama|
8830,Anacondas: The Hunt for the Blood Orchid (2004),Adventure|Drama|Horror|Sci-Fi|Thriller|
8834,Cookout, The (2004),Comedy|
8838,Alice Doesn't Live Here Anymore (1974),Drama|Romance|
8842,Past Midnight (1992),Horror|Thriller|
8846,Highwaymen (2003),Action|Crime|Thriller|
8850,Flipper (1963),Adventure|Children|Drama|
8854,Night of the Demons (1988),Horror|
8858,Apple, The (1980),Musical|Sci-Fi|
8862,Criminal (2004),Comedy|Drama|
8866,Wimbledon (2004),Comedy|Romance|
8870,Forgotten, The (2004),Drama|Mystery|Sci-Fi|Thriller|
8874,Shaun of the Dead (2004),Comedy|Horror|
8878,Class of Nuke 'Em High Part II: Subhumanoid Meltdown (1991),Comedy|Horror|Sci-Fi|
8882,Boston Strangler, The (1968),Crime|Drama|Mystery|Thriller|
8886,SSSSSSS (1973),Horror|Sci-Fi|
8890,Alligator People, The (1959),Horror|
8894,Orca: The Killer Whale (1977),Action|Drama|Horror|Thriller|
8898,Robinson Crusoe (Adventures of Robinson Crusoe, The) (1954),Adventure|Drama|
8902,Bug (1975),Horror|Mystery|Sci-Fi|
8906,Cannibal Holocaust (1980),Horror|
8910,I Heart Huckabees (2004),Comedy|
8914,Primer (2004),Drama|Sci-Fi|
8918,Eulogy (2004),Comedy|Crime|Drama|
8922,Epidemic (1988),Drama|Horror|Thriller|
8926,Circle of Iron (1978),Action|Adventure|Fantasy|Mystery|
8930,Five Obstructions, The (Fem benspænd, De) (2003),Documentary|
8934,Bebe's Kids (1992),Animation|Children|Comedy|
8938,Tarnation (2003),Documentary|
8942,Spin (2003),Children|Drama|
8946,Surviving Christmas (2004),Comedy|
8950,Machinist, The (Maquinista, El) (2004),Mystery|Thriller|
8954,Lightning in a Bottle (2004),Documentary|
8958,Ray (2004),Drama|
8962,Fade to Black (2004),Documentary|
8966,Kinsey (2004),Drama|
8970,Finding Neverland (2004),Drama|
8974,SpongeBob SquarePants Movie, The (2004),Adventure|Animation|Children|Comedy|
8978,Christmas with the Kranks (2004),Children|Comedy|
8982,I Am David (2003),Drama|
8986,Bellboy, The (1960),Comedy|
8990,Delicate Delinquent, The (1957),Comedy|
8994,Ladies Man, The (1961),Comedy|
8998,That's Entertainment (1974),Documentary|
9002,Alexander the Great (1956),Drama|
9006,Garden of Allah, The (1936),Drama|
9010,Love Me If You Dare (Jeux d'enfants) (2003),Drama|Romance|
9014,Since You Went Away (1944),Drama|War|
9018,Control Room (2004),Documentary|War|
25737,Golem, The (Golem, wie er in die Welt kam, Der) (1920),Fantasy|Horror|
25742,Destiny (a.k.a. Between Two Worlds) (Der müde Tod) (1921),Fantasy|
25746,Hunchback of Notre Dame, The (1923),Drama|Horror|
25750,Sherlock Jr. (1924),Comedy|Fantasy|Romance|
25755,Phantom of the Opera, The (1925),Drama|Horror|
25762,Unknown, The (a.k.a. Alonzo the Armless) (1927),Drama|Horror|Romance|
25766,Crowd, The (1928),Drama|
25770,Applause (1929),Drama|Musical|
25775,Champ, The (1931),Drama|
25783,Doctor X (1932),Horror|Thriller|
25788,Scarface (1932),Crime|Drama|
25794,What Price Hollywood? (1932),Drama|
25798,Island of Lost Souls (1932),Adventure|Horror|Romance|Sci-Fi|
25803,Vampire Bat, The (1933),Horror|
25807,Black Cat, The (1934),Adventure|Crime|Horror|Thriller|
25811,Merry Widow, The (1934),Comedy|Musical|Romance|
25818,Informer, The (1935),Crime|Drama|
25824,Crime of Monsieur Lange, The (Le crime de Monsieur Lange) (1936),Comedy|Crime|Drama|
25828,Petrified Forest, The (1936),Crime|Drama|Romance|
25832,Wife vs. Secretary (1936),Comedy|Drama|Romance|
25837,Double Wedding (1937),Comedy|Romance|
25842,Topper (1937),Comedy|Fantasy|Romance|
25851,Shopworn Angel, The (1938),Drama|Romance|War|
25856,Wuthering Heights (1939),Drama|Romance|
25861,Brother Orchid (1940),Comedy|Crime|Drama|Romance|
25868,Ball of Fire (1941),Comedy|Romance|
25872,It Started with Eve (1941),Comedy|Musical|Romance|
25879,All Through the Night (1941),Action|Comedy|Drama|Thriller|War|
25885,Prelude to War (Why We Fight, 1) (1943),Documentary|War|
25890,Guy Named Joe, A (1943),Drama|Fantasy|Romance|War|
25894,Mr. Lucky (1943),Comedy|Romance|
25900,Curse of the Cat People, The (1944),Drama|
25904,Ministry of Fear (1944),Drama|Film-Noir|Thriller|
25908,Passage to Marseille (1944),Adventure|Drama|War|
25913,Isle of the Dead (1945),Horror|Thriller|
25918,Tree Grows in Brooklyn, A (1945),Drama|
25922,Deception (1946),Drama|Film-Noir|Thriller|
25927,Stranger, The (1946),Drama|Film-Noir|Thriller|
25931,Road to Rio (1947),Adventure|Comedy|Musical|Romance|
25936,Babe Ruth Story, The (1948),Drama|
25941,Letter from an Unknown Woman (1948),Drama|Romance|
25945,They Live by Night (1949),Crime|Film-Noir|Romance|
25950,Barkleys of Broadway, The (1949),Comedy|Musical|
25956,Secret Garden, The (1949),Children|Drama|
25961,Gunfighter, The (1950),Action|Western|
25965,Summer Stock (1950),Comedy|Musical|Romance|
25972,Clash by Night (1952),Drama|Film-Noir|
25977,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde (1953),Comedy|Horror|Sci-Fi|
25986,Belles of St. Trinian's, The (1954),Comedy|
25991,Long, Long Trailer, The (1953),Comedy|Romance|
25996,Star Is Born, A (1954),Drama|Musical|
26001,It's Always Fair Weather (1955),Comedy|Drama|Musical|
26006,Seven Little Foys, The (1955),Comedy|Drama|
26010,Carousel (1956),Musical|Romance|
26018,Chase a Crooked Shadow (1958),Crime|Film-Noir|Mystery|Thriller|
26025,Spirit of St. Louis, The (1957),Adventure|Drama|
26030,Corridors of Blood (1958),Crime|Drama|Horror|Thriller|
26038,Teacher's Pet (1958),Comedy|Romance|
26046,Picnic on the Grass (Le déjeuner sur l'herbe) (1959),Comedy|Romance|
26050,North West Frontier (1959),Adventure|Drama|War|
26056,Young Philadelphians, The (1959),Drama|
26063,Sunrise at Campobello (1960),Drama|
26068,4 Horsemen of the Apocalypse, The (1962),Drama|
26074,Paris Blues (1961),Drama|Romance|
26080,Eegah (1962),Fantasy|Horror|Romance|Thriller|
26085,Mutiny on the Bounty (1962),Adventure|Drama|Romance|
26093,Wonderful World of the Brothers Grimm, The (1962),Adventure|Animation|Children|Comedy|Drama|Fantasy|Musical|Romance|
26098,Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?, The (1964),Horror|Mystery|
26104,Murder at the Gallop (1963),Comedy|Crime|Drama|Mystery|Thriller|
26109,Crooks in Clover (a.k.a. Monsieur Gangster) (Les tontons flingueurs) (1963),Action|Comedy|Crime|
26113,Best Man, The (1964),Comedy|Drama|
26122,Onibaba (1964),Drama|Horror|War|
26127,Visit, The (1964),Drama|
26133,Charlie Brown Christmas, A (1965),Animation|Children|Comedy|
26138,Hill, The (1965),Drama|War|
26142,Major Dundee (1965),Adventure|War|Western|
26148,Train, The (1964),Action|Thriller|War|
26153,Grand Prix (1966),Drama|
26158,Closely Watched Trains (Ostre sledované vlaky) (1966),Comedy|Drama|War|
26163,Don't Look Back (1967),Documentary|Musical|
26170,Bride Wore Black, The (La mariée était en noir) (1968),Crime|Drama|
26175,St. Valentine's Day Massacre, The (1967),Crime|Drama|
26180,Up the Down Staircase (1967),Drama|
26185,Dracula Has Risen from the Grave (1968),Horror|Romance|Thriller|
26191,Petulia (1968),Drama|
26198,Yours, Mine and Ours (1968),Children|Comedy|
26205,Goodbye, Mr. Chips (1969),Drama|Musical|Romance|
26209,Magic Christian, The (1969),Comedy|
26214,Taste the Blood of Dracula (1970),Horror|
26220,Violent City (Family, The) (Città violenta) (1970),Action|Crime|Drama|
26225,Claire's Knee (Genou de Claire, Le) (1970),Comedy|Romance|
26229,Landlord, The (1970),Comedy|Drama|
26235,Long Live Death (Viva la muerte) (1971),Drama|War|
26241,Devils, The (1971),Drama|
26246,Johnny Got His Gun (1971),Drama|War|
26251,Mon Oncle Antoine (1971),Drama|
26255,Scars of Dracula (1970),Horror|
26259,Emigrants, The (Utvandrarna) (1971),Drama|
26267,Get to Know Your Rabbit (1972),Comedy|
26271,Lady Sings the Blues (1972),Drama|Musical|
26282,Mad Adventures of Rabbi Jacob, the (Les Aventures de Rabbi Jacob) (1973),Comedy|
26288,Dracula (1973),Horror|
26294,My Name Is Nobody (Il Mio nome è Nessuno) (1973),Comedy|Western|
26301,Save the Tiger (1973),Drama|
26306,Theatre of Blood (1973),Comedy|Horror|Mystery|
26312,Butley (1974),Drama|
26316,Let Sleeping Corpses Lie (Non si deve profanare il sonno dei morti) (1974),Horror|
26321,Général Idi Amin Dada: A Self Portrait (Général Idi Amin Dada: Autoportrait) (1974),Documentary|War|
26325,Hearts and Minds (1974),Documentary|War|
26334,Thieves Like Us (1974),Crime|Drama|Romance|
26339,Dolemite (1975),Action|Comedy|Crime|Mystery|Thriller|
26343,Fortune, The (1975),Comedy|Crime|Romance|
26347,Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975),Comedy|Drama|Romance|
26354,Sister Street Fighter (Onna hissatsu ken) (1974),Action|Drama|
26360,Small Change (Argent de poche, L') (1976),Comedy|Drama|
26366,Harlan County U.S.A. (1976),Documentary|
26371,The Missouri Breaks (1976),Drama|Western|
26378,Who Can Kill a Child? (a.k.a. Island of the Damned) (¿Quién puede matar a un niño?) (1976),Horror|Mystery|Thriller|
26386,High Anxiety (1977),Comedy|Thriller|
26391,New York, New York (1977),Drama|Musical|Romance|
26395,Rutles: All You Need Is Cash, The (1978),Comedy|
26400,Gates of Heaven (1978),Documentary|
26404,In Praise of Older Women (1978),Drama|
26413,Snake in the Eagle's Shadow (Se ying diu sau) (1978),Action|Comedy|
26418,Buffet froid (1979),Comedy|Crime|
26429,Love at First Bite (1979),Comedy|Horror|Romance|
26433,Rockers (1978),Comedy|Drama|Musical|
26444,Hitch Hikers Guide to the Galaxy, The (1981),Adventure|Comedy|Sci-Fi|
26452,Blue and the Gray, The (1982),Drama|War|
26463,Barefoot Gen (Hadashi no Gen) (1983),Animation|Drama|War|
26468,Deal of the Century (1983),Comedy|
26475,Lianna (1983),Drama|Romance|
26481,First Name: Carmen (Prénom Carmen) (1983),Crime|Drama|Romance|
26486,Makioka Sisters, The (Sasame-yuki) (1983),Drama|Romance|
26490,Stroker Ace (1983),Action|Comedy|Romance|
26494,Suburbia (1984),Drama|
26498,Boy Meets Girl (1984),Drama|
26505,Comfort and Joy (1984),Comedy|
26512,Hit, The (1984),Crime|Drama|Thriller|
26519,Next of Kin (1984),Comedy|Drama|
26524,Times of Harvey Milk, The (1984),Documentary|
26529,Asterix vs. Caesar (Astérix et la surprise de César) (1985),Adventure|Animation|Children|Comedy|
26538,Creator (1985),Comedy|Drama|Romance|
26544,Heaven Help Us (1985),Comedy|Drama|
26551,Nine Deaths of the Ninja (1985),Action|
26558,Stuff, The (1985),Comedy|Horror|Mystery|Sci-Fi|
26562,White Nights (1985),Drama|
26567,Club Paradise (1986),Comedy|
26577,Nobody's Fool (1986),Comedy|Romance|
26582,Solarbabies (1986),Action|Drama|Sci-Fi|
26590,G.I. Joe: The Movie (1987),Action|Adventure|Animation|Children|Fantasy|Sci-Fi|
26599,Law of Desire (Ley del deseo, La) (1987),Comedy|Drama|Romance|
26606,Chinese Ghost Story, A (Sinnui yauwan) (1987),Action|Fantasy|Horror|Romance|
26612,Better Tomorrow II, A (Ying hung boon sik II) (1987),Crime|Drama|Thriller|
26616,Cobra Verde (1987),Adventure|Drama|
26629,Killer Klowns from Outer Space (1988),Comedy|Horror|Sci-Fi|
26638,Prison (1988),Crime|Drama|Horror|Thriller|
26647,World Apart, A (1988),Drama|
26663,Monsieur Hire (1989),Crime|Romance|Thriller|
26674,Prime Suspect (1991),Crime|Drama|Mystery|Thriller|
26680,Cry-Baby (1990),Comedy|Musical|Romance|
26685,Garden, The (1990),Drama|
26690,Shipwrecked (a.k.a. Haakon Haakonsen) (1990),Adventure|Children|
26695,Krays, The (1990),Drama|
26700,Nuns on the Run (1990),Comedy|Crime|
26704,State of Grace (1990),Crime|Drama|Thriller|
26712,35 Up (1991),Documentary|
26718,Life On A String (Bian chang Bian Zou) (1991),Adventure|Drama|Fantasy|Musical|
